,token,ocurrences
77,exército,"[[1, 1], [6, 3], [7, 6], [41, 1], [46, 2], [65, 5], [69, 1], [83, 1], [86, 1], [93, 1], [95, 1], [99, 3], [104, 4], [115, 4], [150, 2], [151, 1], [154, 1], [172, 1], [181, 1], [204, 1], [207, 1], [208, 1], [224, 1], [228, 1], [229, 7], [230, 2], [237, 1], [238, 3], [245, 1], [246, 1]]"
78,facínoras,"[[1, 1]]"
79,fala,"[[1, 1], [11, 1], [13, 2], [26, 1], [33, 7], [37, 1], [50, 1], [57, 1], [58, 1], [69, 1], [78, 2], [89, 1], [100, 1], [102, 1], [108, 1], [114, 1], [129, 1], [144, 1], [149, 1], [152, 1], [165, 1], [180, 2], [193, 1], [200, 1], [203, 2], [208, 1], [211, 3], [216, 1], [222, 2], [223, 1], [239, 1], [248, 1]]"
80,falamos,"[[1, 1], [14, 1], [63, 2], [109, 1], [141, 1], [151, 1], [159, 1], [195, 1]]"
81,falar,"[[1, 2], [3, 1], [11, 1], [14, 4], [25, 1], [33, 9], [37, 4], [46, 1], [57, 1], [58, 1], [59, 1], [60, 1], [63, 1], [65, 2], [93, 1], [102, 2], [117, 1], [120, 1], [122, 3], [129, 1], [131, 1], [147, 1], [152, 1], [162, 1], [164, 1], [166, 1], [173, 1], [175, 1], [193, 1], [195, 2], [203, 1], [211, 1], [213, 1], [217, 3], [222, 2], [224, 1], [235, 1], [239, 1], [241, 1], [242, 1], [249, 2]]"
82,federal,"[[1, 2], [2, 2], [3, 1], [6, 1], [7, 3], [15, 1], [24, 1], [34, 1], [37, 2], [42, 1], [50, 1], [113, 1], [115, 2], [126, 1], [134, 1], [138, 1], [139, 2], [144, 1], [151, 5], [162, 2], [165, 1], [166, 1], [168, 2], [171, 2], [173, 4], [178, 1], [202, 1], [203, 2], [204, 1], [205, 1], [206, 2], [207, 2], [208, 2], [210, 1], [213, 2], [214, 3], [217, 2], [219, 1], [220, 3], [223, 1], [224, 1], [225, 1], [226, 1], [228, 2], [229, 3], [233, 1], [236, 1], [239, 2], [248, 3]]"
83,feira,"[[1, 2], [2, 1], [4, 1], [5, 2], [8, 1], [13, 1], [18, 2], [19, 1], [21, 1], [23, 1], [24, 1], [25, 1], [26, 1], [27, 3], [31, 1], [35, 1], [36, 2], [37, 1], [39, 1], [40, 2], [41, 1], [42, 2], [44, 1], [45, 1], [48, 1], [50, 1], [51, 1], [53, 2], [54, 1], [55, 1], [56, 1], [61, 2], [62, 1], [63, 2], [64, 4], [66, 1], [67, 2], [69, 1], [71, 1], [72, 1], [73, 1], [74, 1], [75, 1], [77, 2], [79, 1], [80, 1], [81, 1], [82, 3], [83, 3], [85, 1], [86, 1], [88, 2], [90, 6], [91, 5], [93, 1], [97, 1], [98, 1], [100, 2], [103, 3], [104, 1], [105, 1], [106, 1], [107, 3], [111, 1], [112, 4], [113, 1], [117, 2], [120, 1], [123, 1], [126, 2], [127, 2], [129, 1], [131, 2], [132, 1], [133, 1], [134, 3], [136, 1], [138, 3], [142, 1], [143, 1], [145, 1], [162, 1], [165, 1], [178, 2], [183, 1], [184, 2], [187, 2], [202, 3], [203, 1], [204, 2], [205, 1], [206, 3], [208, 1], [209, 3], [212, 3], [213, 1], [214, 3], [215, 3], [216, 3], [218, 4], [220, 1], [222, 2], [224, 1], [225, 1], [226, 2], [227, 1], [228, 1], [229, 2], [231, 2], [232, 1], [233, 2], [235, 3], [240, 2], [241, 3], [245, 2], [246, 5], [247, 1], [249, 2]]"
84,fim,"[[1, 1], [6, 1], [7, 1], [11, 1], [16, 2], [31, 1], [32, 1], [39, 1], [41, 2], [46, 1], [47, 1], [50, 1], [51, 1], [55, 2], [63, 2], [65, 2], [69, 1], [71, 1], [73, 1], [75, 1], [76, 2], [81, 1], [88, 2], [95, 2], [97, 1], [103, 2], [104, 1], [111, 1], [115, 1], [124, 1], [134, 1], [137, 2], [138, 3], [139, 1], [140, 1], [149, 1], [150, 1], [151, 2], [158, 2], [167, 2], [169, 2], [180, 1], [181, 1], [182, 1], [185, 1], [190, 1], [204, 1], [205, 3], [206, 1], [210, 1], [212, 1], [215, 1], [216, 1], [225, 1], [235, 1], [241, 1], [245, 1], [246, 1], [248, 3], [249, 2]]"
85,forças,"[[1, 3], [6, 3], [7, 1], [12, 1], [19, 3], [20, 1], [25, 5], [42, 1], [63, 2], [65, 3], [73, 1], [94, 1], [98, 1], [99, 2], [107, 1], [115, 2], [150, 8], [151, 4], [162, 2], [165, 1], [166, 4], [167, 1], [173, 1], [182, 1], [195, 1], [205, 1], [208, 4], [209, 1], [210, 3], [218, 2], [223, 1], [228, 1], [245, 3], [246, 1], [247, 1], [248, 2], [249, 4]]"
86,frase,"[[1, 1], [13, 1], [64, 1], [95, 1], [99, 1], [102, 1], [166, 1], [169, 1], [182, 1], [183, 1], [215, 1], [216, 1], [230, 1], [232, 1]]"
87,gilmar,"[[1, 1]]"
88,golpe,"[[1, 4], [2, 2], [3, 7], [25, 13], [83, 1], [98, 2], [99, 1], [114, 2], [120, 1], [151, 1], [165, 5], [166, 6], [169, 1], [172, 3], [200, 1], [208, 6], [216, 3], [223, 3], [228, 1], [229, 3], [230, 4], [233, 3]]"
89,golpistas,"[[1, 2]]"
90,guimarães,"[[1, 2], [7, 3], [216, 1], [240, 1], [241, 1]]"
91,herzog,"[[1, 2], [6, 1], [223, 2], [238, 1]]"
92,historiador,"[[1, 1], [3, 2], [25, 4], [41, 1], [63, 1], [165, 2], [167, 1], [181, 1], [208, 2]]"
93,história,"[[1, 1], [3, 13], [5, 1], [6, 4], [8, 1], [9, 2], [11, 1], [12, 1], [13, 2], [14, 3], [15, 2], [17, 2], [25, 6], [29, 1], [34, 4], [40, 1], [41, 1], [50, 1], [51, 1], [53, 1], [54, 1], [55, 2], [60, 1], [63, 2], [69, 1], [74, 1], [76, 1], [80, 1], [95, 1], [97, 1], [100, 1], [109, 1], [113, 1], [114, 1], [121, 1], [129, 1], [130, 1], [132, 1], [138, 1], [143, 2], [146, 3], [151, 4], [159, 1], [160, 3], [162, 1], [164, 2], [165, 2], [166, 3], [167, 1], [168, 1], [169, 2], [171, 1], [172, 2], [173, 1], [174, 2], [177, 1], [178, 1], [181, 1], [182, 2], [184, 3], [186, 1], [187, 2], [188, 1], [190, 1], [193, 2], [195, 1], [196, 1], [197, 3], [198, 6], [199, 1], [200, 1], [204, 1], [208, 2], [212, 1], [216, 3], [218, 1], [221, 1], [223, 2], [224, 1], [228, 1], [229, 1], [233, 3], [238, 1], [241, 1], [244, 1], [248, 2]]"
94,hoje,"[[1, 1], [6, 4], [7, 6], [9, 2], [11, 1], [12, 3], [13, 1], [14, 3], [15, 5], [20, 2], [25, 4], [31, 1], [36, 1], [37, 5], [41, 1], [42, 1], [46, 1], [49, 1], [50, 1], [59, 1], [60, 5], [63, 5], [64, 1], [66, 1], [69, 4], [76, 1], [77, 3], [83, 1], [84, 1], [92, 1], [95, 1], [97, 2], [99, 2], [102, 1], [103, 1], [108, 5], [114, 2], [115, 1], [118, 1], [120, 3], [125, 2], [129, 1], [134, 1], [136, 1], [138, 2], [143, 1], [150, 2], [151, 6], [153, 2], [154, 1], [156, 2], [157, 6], [160, 1], [162, 2], [164, 3], [168, 3], [171, 1], [172, 4], [173, 1], [177, 1], [178, 2], [183, 1], [184, 3], [188, 1], [189, 2], [194, 2], [195, 2], [197, 1], [198, 1], [202, 1], [203, 2], [205, 1], [207, 2], [208, 1], [209, 1], [213, 1], [217, 2], [223, 1], [224, 1], [229, 2], [230, 1], [234, 1], [238, 2], [239, 1], [244, 1], [245, 2], [249, 2]]"
95,humanos,"[[1, 3], [8, 1], [18, 1], [26, 1], [29, 2], [87, 1], [93, 1], [95, 1], [101, 1], [102, 1], [117, 3], [153, 2], [165, 1], [166, 1], [169, 1], [172, 1], [173, 1], [179, 1], [184, 1], [194, 1], [210, 1], [213, 1], [218, 1], [223, 1], [232, 1], [245, 1]]"
96,ignora,"[[1, 1], [221, 2]]"
97,informou,"[[1, 1], [19, 1], [55, 1], [65, 1], [70, 2], [73, 1], [100, 1], [115, 1], [128, 1], [134, 2], [139, 1], [142, 1], [143, 1], [207, 2], [212, 1], [226, 1], [241, 1], [246, 1], [247, 1], [249, 1]]"
98,instaurou,"[[1, 1]]"
99,instituto,"[[1, 1], [6, 1], [10, 1], [19, 1], [84, 1], [96, 1], [108, 1], [127, 1], [129, 1], [130, 1], [160, 1], [168, 1], [181, 1], [202, 1], [221, 1], [223, 1], [226, 1], [233, 1], [236, 2], [239, 2]]"
100,instrumento,"[[1, 1], [19, 1], [146, 1], [152, 1], [203, 1]]"
101,interamericana,"[[1, 1], [223, 1]]"
102,interpretação,"[[1, 1], [19, 1], [25, 1], [110, 1], [151, 1], [182, 2], [185, 1], [195, 1], [197, 1]]"
103,ivani,"[[1, 1], [2, 1]]"
104,jair,"[[1, 1], [2, 1], [25, 1], [86, 1], [126, 1], [146, 1], [151, 6], [166, 2], [207, 13], [210, 1], [216, 1], [220, 1], [221, 1], [222, 1], [224, 1], [231, 1], [237, 1], [238, 1], [239, 1]]"
105,jornalista,"[[1, 1], [4, 2], [6, 4], [7, 1], [9, 1], [11, 2], [19, 1], [36, 1], [59, 1], [79, 1], [104, 1], [114, 1], [148, 1], [149, 1], [189, 1], [193, 1], [195, 2], [211, 1], [212, 6], [223, 3], [224, 5], [238, 1]]"
106,julgar,"[[1, 1], [103, 1], [138, 1], [241, 1]]"
107,justapõe,"[[1, 1]]"
108,juíza,"[[1, 2], [2, 1]]"
109,legal,"[[1, 2], [7, 2], [22, 1], [117, 1], [124, 1], [125, 1], [150, 1], [151, 1], [161, 2], [207, 1], [223, 2]]"
110,lida,"[[1, 1], [13, 1], [60, 1], [114, 1]]"
111,liminar,"[[1, 1], [2, 3], [119, 1], [217, 1]]"
112,limite,"[[1, 2], [31, 1], [45, 1], [101, 1], [107, 1], [111, 1], [119, 1], [124, 2], [130, 1], [135, 1], [137, 1], [166, 3], [217, 1], [244, 1]]"
113,longo,"[[1, 1], [6, 1], [10, 1], [12, 1], [18, 1], [20, 1], [32, 1], [36, 1], [40, 1], [56, 1], [60, 5], [61, 1], [63, 1], [66, 1], [73, 1], [84, 1], [87, 1], [91, 1], [94, 1], [102, 1], [103, 2], [105, 1], [108, 2], [127, 1], [128, 1], [129, 2], [134, 1], [136, 1], [138, 1], [140, 1], [143, 2], [147, 2], [150, 2], [151, 1], [171, 2], [174, 1], [179, 1], [183, 1], [201, 1], [203, 1], [205, 1], [206, 1], [207, 2], [211, 1], [215, 1], [217, 2], [219, 1], [222, 1], [230, 2], [240, 1], [241, 1], [243, 1]]"
114,luz,"[[1, 3], [2, 1], [9, 1], [17, 1], [32, 2], [78, 1], [79, 1], [81, 1], [103, 1], [119, 1], [125, 1], [130, 1], [147, 1], [154, 1], [170, 1], [177, 1], [179, 1], [204, 1], [224, 1], [249, 1]]"
115,magistrada,"[[1, 1]]"
116,mandado,"[[1, 1], [33, 1], [47, 1], [224, 1]]"
117,marinha,"[[1, 1], [65, 2], [69, 1], [166, 1]]"
118,março,"[[1, 2], [3, 2], [6, 1], [10, 1], [20, 1], [32, 1], [38, 1], [42, 1], [45, 1], [59, 2], [61, 1], [63, 1], [65, 1], [80, 1], [90, 1], [91, 1], [94, 1], [96, 2], [97, 1], [98, 1], [100, 1], [105, 1], [106, 2], [114, 1], [120, 1], [133, 1], [141, 1], [143, 1], [151, 2], [162, 1], [165, 1], [166, 5], [169, 1], [177, 1], [179, 1], [190, 1], [195, 3], [204, 1], [206, 1], [207, 1], [208, 4], [212, 1], [216, 1], [217, 1], [223, 1], [224, 1], [226, 1], [233, 1], [237, 1], [241, 1], [242, 1], [249, 1]]"
119,mataram,"[[1, 1], [138, 1], [154, 1], [165, 1], [166, 1], [184, 1], [241, 2]]"
120,mendes,"[[1, 2], [168, 1], [243, 3]]"
121,mensagem,"[[1, 1], [6, 1], [12, 1], [14, 5], [18, 2], [64, 1], [65, 1], [69, 2], [83, 1], [86, 2], [93, 1], [107, 1], [120, 2], [145, 3], [202, 1], [208, 1], [214, 1], [218, 2], [221, 1], [228, 1], [229, 2]]"
122,militar,"[[1, 3], [2, 1], [3, 8], [4, 1], [6, 3], [7, 9], [8, 1], [17, 1], [19, 1], [25, 10], [29, 1], [63, 1], [65, 2], [83, 4], [84, 1], [95, 3], [99, 2], [104, 6], [114, 1], [115, 12], [120, 3], [126, 1], [149, 1], [150, 1], [151, 5], [165, 3], [166, 1], [169, 3], [172, 2], [173, 1], [174, 1], [181, 1], [207, 1], [208, 8], [210, 1], [216, 5], [217, 1], [218, 2], [223, 11], [224, 1], [228, 1], [229, 2], [230, 4], [233, 1], [238, 3], [244, 1], [246, 2], [247, 1], [249, 1]]"
123,militares,"[[1, 2], [3, 1], [6, 4], [7, 1], [25, 2], [37, 1], [42, 1], [63, 5], [65, 11], [83, 1], [94, 1], [99, 1], [101, 1], [104, 7], [114, 3], [115, 5], [126, 2], [133, 1], [140, 3], [150, 1], [151, 1], [165, 2], [166, 4], [169, 4], [172, 3], [205, 1], [208, 11], [209, 2], [216, 1], [221, 1], [223, 3], [224, 7], [229, 1], [230, 1], [233, 1], [238, 1], [246, 1], [247, 5]]"
124,ministro,"[[1, 1], [3, 1], [8, 2], [18, 2], [19, 8], [23, 2], [25, 1], [26, 2], [27, 1], [36, 1], [37, 2], [42, 3], [59, 1], [63, 6], [64, 1], [65, 2], [69, 3], [75, 1], [77, 2], [82, 1], [84, 2], [95, 2], [100, 4], [101, 1], [104, 2], [105, 5], [107, 1], [111, 2], [115, 4], [117, 1], [124, 4], [140, 1], [149, 1], [151, 3], [156, 1], [162, 1], [166, 2], [168, 1], [173, 1], [174, 1], [197, 1], [202, 1], [204, 3], [205, 3], [206, 1], [209, 7], [213, 5], [215, 8], [218, 1], [220, 2], [221, 4], [222, 11], [225, 5], [226, 2], [231, 3], [233, 5], [235, 3], [236, 2], [240, 11], [246, 2], [247, 1], [248, 2]]"
125,ministério,"[[1, 2], [6, 1], [14, 1], [19, 2], [26, 2], [37, 1], [39, 2], [42, 1], [61, 1], [65, 2], [75, 1], [76, 2], [84, 1], [89, 1], [104, 1], [115, 7], [124, 7], [151, 3], [160, 2], [162, 2], [166, 3], [169, 1], [171, 2], [173, 1], [175, 1], [202, 2], [203, 4], [205, 2], [207, 1], [208, 1], [209, 2], [213, 1], [214, 1], [215, 2], [217, 2], [219, 2], [220, 3], [221, 9], [223, 3], [226, 1], [233, 3], [241, 1], [246, 1]]"
126,morte,"[[1, 1], [6, 2], [7, 5], [15, 3], [22, 1], [29, 1], [31, 2], [63, 1], [78, 1], [97, 1], [112, 2], [117, 3], [150, 1], [151, 5], [154, 1], [159, 1], [161, 1], [165, 1], [166, 1], [174, 1], [177, 1], [181, 1], [184, 4], [187, 1], [194, 2], [195, 5], [199, 1], [200, 1], [212, 4], [216, 1], [223, 5], [226, 4], [238, 1], [241, 2], [244, 3], [246, 1], [249, 1]]"
127,movimento,"[[1, 1], [6, 1], [10, 1], [11, 9], [18, 1], [20, 1], [22, 1], [25, 3], [29, 1], [30, 1], [31, 1], [40, 1], [42, 1], [60, 1], [69, 4], [82, 2], [94, 1], [107, 1], [110, 1], [113, 1], [120, 1], [126, 1], [138, 1], [149, 1], [151, 1], [152, 1], [157, 2], [165, 1], [166, 4], [167, 1], [172, 1], [201, 1], [204, 1], [205, 1], [216, 4], [217, 2], [222, 1], [223, 1], [224, 1], [230, 1], [233, 1], [246, 2], [248, 1]]"
128,mérito,"[[1, 1], [110, 1], [130, 2], [193, 1], [225, 1]]"
129,nacional,"[[1, 1], [9, 1], [18, 1], [19, 2], [22, 2], [25, 2], [49, 1], [50, 1], [55, 2], [60, 1], [61, 1], [65, 4], [66, 1], [69, 3], [76, 1], [77, 1], [81, 3], [83, 1], [84, 1], [86, 1], [88, 3], [89, 2], [92, 1], [96, 2], [98, 2], [99, 1], [102, 1], [105, 1], [106, 3], [108, 1], [115, 5], [125, 3], [139, 2], [143, 2], [146, 2], [147, 1], [148, 1], [150, 2], [155, 1], [165, 1], [166, 1], [168, 3], [171, 1], [175, 1], [184, 2], [188, 2], [193, 1], [197, 1], [201, 2], [205, 1], [216, 2], [217, 2], [218, 1], [219, 1], [220, 4], [221, 10], [225, 1], [229, 2], [233, 3], [235, 1], [238, 2], [242, 1], [247, 1], [248, 1], [249, 1]]"
130,nada,"[[1, 1], [4, 1], [6, 1], [14, 1], [18, 1], [25, 2], [29, 1], [31, 2], [41, 1], [43, 1], [57, 1], [58, 1], [63, 2], [66, 1], [69, 6], [70, 1], [75, 1], [83, 1], [84, 1], [87, 1], [92, 1], [102, 1], [110, 1], [111, 1], [121, 1], [125, 2], [129, 3], [133, 1], [135, 1], [146, 1], [147, 1], [150, 1], [152, 1], [162, 2], [164, 1], [166, 4], [180, 1], [181, 1], [182, 2], [187, 2], [189, 4], [191, 1], [195, 1], [196, 1], [197, 1], [205, 1], [207, 1], [213, 1], [223, 1], [230, 1], [239, 1], [243, 1], [247, 1], [249, 7]]"
131,nação,"[[1, 1], [21, 2], [69, 1], [76, 1], [89, 3], [101, 1], [117, 1], [166, 2], [210, 1]]"
132,negou,"[[1, 1], [9, 1], [73, 1], [79, 2], [103, 1], [184, 1], [207, 1], [213, 1], [230, 1]]"
133,nesta,"[[1, 2], [3, 1], [4, 1], [8, 1], [21, 1], [22, 2], [23, 1], [24, 1], [26, 1], [27, 3], [31, 1], [35, 1], [37, 1], [38, 1], [39, 1], [40, 1], [41, 2], [46, 1], [48, 1], [49, 1], [50, 2], [51, 1], [53, 1], [55, 1], [57, 2], [59, 1], [61, 1], [62, 1], [64, 1], [67, 2], [69, 1], [70, 2], [71, 1], [72, 1], [73, 1], [74, 1], [75, 1], [77, 2], [79, 1], [81, 2], [82, 1], [83, 2], [84, 1], [85, 1], [86, 3], [88, 2], [90, 3], [91, 3], [96, 1], [100, 1], [101, 1], [103, 1], [104, 1], [105, 1], [106, 1], [107, 1], [111, 1], [112, 3], [113, 1], [115, 1], [117, 3], [125, 1], [126, 2], [127, 3], [131, 2], [132, 1], [133, 1], [134, 1], [136, 1], [138, 3], [139, 1], [142, 1], [143, 1], [144, 1], [151, 1], [152, 1], [162, 1], [165, 1], [166, 1], [184, 2], [187, 1], [191, 2], [197, 1], [205, 1], [209, 1], [212, 1], [215, 2], [216, 1], [218, 5], [220, 1], [221, 1], [225, 3], [226, 2], [227, 1], [228, 1], [229, 1], [230, 1], [233, 2], [237, 1], [240, 1], [241, 1]]"
134,ordem,"[[1, 3], [2, 1], [14, 1], [25, 5], [63, 1], [64, 1], [69, 1], [73, 1], [115, 1], [117, 1], [119, 1], [129, 1], [146, 1], [166, 1], [171, 1], [173, 1], [197, 1], [202, 3], [206, 2], [217, 1], [218, 1], [223, 1], [224, 1], [238, 1]]"
135,paiva,"[[1, 1], [6, 2], [7, 1], [208, 1]]"
136,parentes,"[[1, 1], [6, 1], [7, 1], [39, 2], [102, 2], [114, 2], [128, 1], [169, 1], [186, 1], [208, 1], [249, 1]]"
137,partiu,"[[1, 1], [2, 1], [177, 1], [244, 1]]"
138,passado,"[[1, 1], [3, 3], [6, 2], [8, 2], [10, 1], [16, 1], [18, 1], [19, 1], [22, 1], [25, 1], [27, 1], [29, 4], [40, 1], [41, 2], [42, 1], [45, 1], [46, 2], [50, 1], [54, 1], [55, 3], [56, 1], [57, 1], [58, 1], [59, 2], [60, 1], [63, 2], [64, 2], [65, 3], [73, 2], [76, 1], [79, 1], [84, 2], [89, 1], [95, 3], [96, 2], [103, 1], [104, 1], [108, 1], [112, 1], [113, 1], [115, 2], [119, 1], [120, 1], [125, 1], [126, 1], [127, 3], [133, 1], [135, 2], [136, 1], [137, 1], [138, 2], [141, 1], [143, 2], [145, 1], [147, 1], [149, 1], [155, 1], [157, 1], [165, 2], [166, 3], [172, 4], [182, 1], [183, 1], [188, 1], [192, 1], [193, 2], [195, 2], [196, 2], [197, 1], [207, 1], [210, 1], [217, 2], [223, 1], [227, 2], [230, 1], [232, 2], [233, 1], [238, 2], [239, 1], [242, 1], [243, 2], [244, 1], [248, 1], [249, 1]]"
139,país,"[[1, 1], [3, 1], [5, 1], [6, 2], [8, 1], [9, 1], [10, 4], [13, 3], [15, 1], [16, 2], [18, 4], [19, 6], [20, 2], [24, 1], [25, 4], [26, 3], [28, 1], [29, 2], [32, 2], [33, 1], [34, 1], [35, 1], [36, 2], [37, 3], [42, 4], [44, 1], [46, 1], [48, 1], [59, 4], [60, 2], [61, 1], [63, 1], [65, 3], [69, 3], [70, 1], [73, 1], [75, 1], [76, 2], [77, 2], [78, 1], [82, 3], [83, 2], [84, 1], [85, 1], [86, 4], [87, 2], [88, 2], [89, 3], [90, 3], [91, 1], [93, 3], [95, 3], [96, 1], [97, 3], [98, 5], [99, 4], [100, 2], [101, 3], [103, 1], [104, 1], [105, 2], [106, 3], [107, 6], [108, 3], [109, 1], [111, 2], [112, 2], [114, 3], [115, 5], [117, 3], [119, 1], [120, 3], [123, 3], [130, 1], [131, 1], [132, 1], [133, 2], [134, 1], [135, 1], [138, 6], [139, 1], [140, 2], [142, 1], [146, 3], [148, 1], [149, 3], [150, 5], [151, 18], [152, 2], [154, 2], [156, 2], [160, 4], [161, 2], [162, 1], [164, 1], [165, 2], [166, 11], [168, 1], [169, 2], [171, 2], [172, 6], [173, 11], [174, 2], [175, 1], [181, 1], [182, 1], [183, 2], [185, 1], [188, 4], [190, 3], [193, 2], [198, 1], [199, 1], [201, 3], [202, 1], [203, 4], [204, 3], [206, 1], [208, 8], [210, 4], [215, 1], [217, 3], [220, 3], [221, 2], [223, 4], [224, 1], [225, 2], [226, 1], [233, 1], [235, 1], [237, 1], [238, 4], [240, 2], [243, 1], [246, 1], [247, 2], [248, 1], [249, 5]]"
140,política,"[[1, 1], [5, 1], [7, 4], [8, 1], [15, 3], [19, 2], [20, 1], [23, 1], [24, 4], [25, 1], [29, 1], [32, 3], [33, 1], [34, 3], [37, 1], [47, 3], [50, 2], [63, 5], [66, 1], [69, 9], [77, 1], [78, 1], [83, 1], [84, 2], [86, 4], [87, 1], [88, 1], [89, 1], [90, 1], [92, 1], [95, 1], [99, 1], [101, 1], [102, 2], [103, 2], [105, 1], [107, 2], [108, 1], [109, 1], [113, 1], [115, 2], [119, 1], [121, 1], [124, 1], [129, 2], [132, 3], [133, 1], [138, 5], [140, 1], [144, 3], [146, 2], [148, 1], [150, 1], [152, 5], [154, 2], [158, 1], [161, 1], [163, 2], [165, 5], [166, 7], [168, 4], [171, 1], [173, 5], [189, 1], [193, 1], [198, 1], [199, 2], [201, 1], [204, 6], [205, 2], [207, 1], [210, 3], [211, 1], [215, 1], [216, 1], [217, 3], [218, 2], [221, 4], [222, 1], [223, 1], [224, 1], [225, 2], [235, 7], [236, 1], [238, 1], [247, 1], [248, 2]]"
141,pontua,"[[1, 1], [101, 1]]"
142,porta,"[[1, 1], [5, 1], [25, 1], [30, 1], [32, 1], [64, 1], [66, 1], [70, 1], [77, 1], [105, 2], [107, 1], [114, 2], [115, 1], [124, 1], [125, 1], [158, 1], [164, 1], [165, 1], [166, 3], [175, 1], [181, 1], [188, 2], [190, 1], [196, 1], [205, 2], [208, 2], [230, 2], [238, 1], [241, 1], [246, 1]]"
143,preconizam,"[[1, 1]]"
144,preferem,"[[1, 1], [63, 1], [65, 1], [125, 1], [172, 1], [174, 1], [176, 1], [240, 1]]"
145,presidente,"[[1, 4], [2, 1], [7, 1], [8, 3], [9, 1], [15, 3], [18, 6], [19, 11], [21, 5], [22, 5], [23, 4], [24, 1], [25, 8], [26, 5], [27, 2], [37, 2], [39, 2], [40, 1], [41, 1], [42, 4], [45, 1], [47, 5], [50, 4], [63, 21], [64, 5], [65, 2], [66, 6], [69, 4], [73, 3], [75, 1], [76, 1], [77, 4], [80, 1], [81, 6], [82, 2], [83, 3], [84, 1], [86, 9], [88, 3], [90, 2], [91, 1], [92, 1], [95, 2], [96, 2], [97, 2], [98, 2], [100, 6], [101, 2], [103, 8], [104, 2], [105, 5], [106, 1], [108, 1], [110, 1], [111, 4], [115, 4], [120, 4], [125, 1], [127, 2], [130, 1], [131, 1], [132, 1], [136, 2], [137, 1], [138, 5], [140, 1], [145, 1], [149, 4], [150, 2], [151, 12], [156, 2], [162, 3], [164, 6], [165, 2], [166, 16], [169, 1], [172, 5], [173, 5], [174, 7], [188, 2], [198, 2], [202, 3], [203, 5], [204, 6], [205, 10], [206, 3], [207, 4], [208, 5], [209, 6], [213, 2], [214, 1], [215, 5], [216, 11], [218, 4], [222, 3], [223, 4], [224, 2], [225, 5], [226, 4], [227, 2], [228, 2], [229, 5], [230, 1], [231, 3], [232, 2], [233, 3], [234, 2], [235, 6], [236, 6], [237, 2], [238, 4], [239, 1], [240, 2], [246, 1], [247, 4]]"
146,presidência,"[[1, 1], [19, 1], [22, 1], [25, 2], [27, 2], [47, 2], [63, 3], [86, 1], [88, 1], [95, 1], [100, 2], [103, 1], [105, 1], [115, 2], [131, 1], [151, 1], [162, 1], [165, 3], [174, 1], [205, 1], [207, 2], [208, 1], [242, 1], [247, 1]]"
147,prevalência,"[[1, 2], [123, 1]]"
148,princípio,"[[1, 2], [28, 1], [90, 2], [97, 1], [109, 1], [141, 1], [143, 1], [173, 1]]"
149,processo,"[[1, 1], [3, 2], [12, 2], [14, 1], [21, 3], [25, 2], [29, 2], [32, 1], [39, 1], [40, 4], [47, 2], [60, 1], [61, 1], [63, 8], [66, 2], [75, 1], [82, 2], [88, 1], [91, 3], [98, 1], [105, 1], [106, 1], [108, 1], [110, 3], [112, 1], [117, 1], [119, 1], [120, 1], [121, 1], [124, 1], [130, 1], [137, 1], [143, 1], [144, 1], [145, 1], [148, 1], [151, 5], [153, 1], [161, 5], [162, 4], [165, 2], [171, 1], [173, 4], [188, 1], [198, 1], [201, 1], [202, 4], [210, 1], [211, 1], [217, 3], [221, 3], [223, 2], [227, 5], [232, 3], [247, 1], [248, 1]]"
150,procura,"[[1, 1], [6, 1], [41, 1], [60, 1], [95, 1], [97, 1], [142, 1], [160, 1], [166, 1], [198, 1], [208, 1], [221, 1], [232, 1]]"
151,proibiu,"[[1, 1], [2, 1], [119, 1], [162, 1]]"
152,proibição,"[[1, 1], [82, 1], [90, 1], [106, 2], [143, 1], [161, 1]]"
153,promovido,"[[1, 1], [151, 1], [169, 1], [214, 1], [223, 1]]"
154,promulgação,"[[1, 1]]"
155,proíbe,"[[1, 1], [229, 1]]"
156,publicação,"[[1, 1], [5, 1], [6, 1], [16, 1], [43, 2], [75, 1], [79, 6], [97, 1], [146, 1], [152, 1], [189, 1], [207, 1], [212, 1], [224, 1], [228, 1], [229, 1]]"
157,público,"[[1, 1], [2, 1], [6, 1], [7, 2], [9, 1], [11, 1], [12, 1], [14, 1], [31, 2], [37, 1], [39, 2], [56, 4], [61, 1], [63, 1], [76, 2], [94, 1], [100, 1], [102, 1], [110, 4], [115, 1], [118, 1], [119, 1], [125, 1], [129, 1], [132, 1], [133, 1], [141, 1], [145, 1], [146, 1], [149, 2], [151, 2], [152, 2], [161, 1], [162, 3], [166, 2], [169, 2], [171, 2], [173, 3], [178, 1], [181, 1], [182, 1], [186, 1], [187, 1], [189, 1], [190, 1], [196, 1], [197, 11], [198, 1], [199, 4], [201, 2], [202, 2], [204, 1], [205, 1], [206, 1], [207, 1], [208, 1], [209, 1], [211, 3], [212, 1], [214, 1], [217, 3], [218, 1], [219, 2], [220, 3], [223, 4], [224, 1], [226, 1], [241, 2], [242, 1], [243, 1], [246, 1], [247, 1]]"
158,quartéis,"[[1, 1], [6, 1], [7, 1], [25, 1], [65, 1], [115, 1], [150, 1], [165, 1], [169, 1], [172, 4], [208, 1], [218, 1], [229, 1], [233, 2]]"
